id;driver;image
14723;VT016854.GAL4@attP2;JT080711L2Sum01
14726;VT016795.GAL4@attP2;JT080711L12Sum01
14730;VT032915.GAL4@attP2;JT200611L5Sum01
14731;VT029741.GAL4@attP2;JT150611L21Sum01
14732;VT029787.GAL4@attP2;JT300611L86Sum01
14734;VT030288.GAL4@attP2;JT040711L23Sum01
14736;VT029796.GAL4@attP2;JT040711L34Sum01
14738;VT030559.GAL4@attP2;JT040711L52Sum01
14741;VT037560.GAL4@attP2;JT040711L42Sum01
14742;VT037552.GAL4@attP2;JT090211L23Sum01
14744;VT036787.GAL4@attP2;JT150611L7Sum01
14746;VT034391.GAL4@attP2;JT300611L67Sum01
14748;VT034041.GAL4@attP2;JT300611L81Sum01
14750;VT003491.GAL4@attP2;JT040711L55Sum01
14751;VT037882.GAL4@attP2;JT300611L4Sum01
14752;VT037802.GAL4@attP2;JT150611L45Sum01
14758;VT038123.GAL4@attP2;JT040711L27Sum01
14761;VT013618.GAL4@attP2;JT070211L54Sum01
14766;VT013033.GAL4@attP2;JT090211L4Sum01
14767;VT012250.GAL4@attP2;JT300611L8Sum01
14769;VT002667.GAL4@attP2;JT300611L7Sum01
14771;VT015780.GAL4@attP2;JT070211L48Sum01
14772;VT026167.GAL4@attP2;JT150611L4Sum01
14773;VT001615.GAL4@attP2;JT090211L9Sum01
14776;VT014368.GAL4@attP2;JT150611L17Sum01
14778;VT014672.GAL4@attP2;JT300611L75Sum01
14779;VT039524.GAL4@attP2;JT100211L44Sum01
14780;VT038827.GAL4@attP2;JT170211L50Sum01
14782;VT027701.GAL4@attP2;JT150611L29Sum01
14784;VT040836.GAL4@attP2;JT300611L76Sum01
14788;VT042374.GAL4@attP2;JT090211L28Sum01
14790;VT042353.GAL4@attP2;JT300611L25Sum01
14794;VT004197.GAL4@attP2;JT040711L5Sum01
14798;VT042724.GAL4@attP2;JT090211L37Sum01
14806;VT042810.GAL4@attP2;JT040711L21Sum01
14808;VT004298.GAL4@attP2;JT070211L6Sum01
14809;VT045225.GAL4@attP2;JT040711L39Sum01
14810;VT044929.GAL4@attP2;JT170211L32Sum01
14812;VT043544.GAL4@attP2;JT150611L33Sum01
14813;VT043278.GAL4@attP2;JT200611L1Sum01
14817;VT046165.GAL4@attP2;JT170211L1Sum01
14818;VT046312.GAL4@attP2;JT200611L13Sum01
14820;VT046254.GAL4@attP2;JT200611L12Sum01
14822;VT046250.GAL4@attP2;JT280611L51Sum01
14823;VT045243.GAL4@attP2;JT280611L55Sum01
14826;VT004950.GAL4@attP2;JT200611L28Sum01
14827;VT049123.GAL4@attP2;JT070211L16Sum01
14829;VT048874.GAL4@attP2;JT070211L29Sum01
14830;VT046831.GAL4@attP2;JT170211L8Sum01
14831;VT046563.GAL4@attP2;JT170211L62Sum01
14832;VT048817.GAL4@attP2;JT170211L66Sum01
14834;VT046342.GAL4@attP2;JT170211L70Sum01
14836;VT046561.GAL4@attP2;JT170211L83Sum01
14838;VT047156.GAL4@attP2;JT170211L89Sum01
14839;VT004948.GAL4@attP2;JT200611L21Sum01
14841;VT050621.GAL4@attP2;JT250211L35Sum01
14846;VT005013.GAL4@attP2;JT150611L37Sum01
14850;VT051478.GAL4@attP2;JT300611L14Sum01
14854;VT055792.GAL4@attP2;JT180111bL16Sum01
14857;VT051763.GAL4@attP2;JT180111bL11Sum01
14862;VT057339.GAL4@attP2;JT250211L16Sum01
14865;VT057087.GAL4@attP2;JT090211L16Sum01
14866;VT056148.GAL4@attP2;JT100211L35Sum01
14873;VT057472.GAL4@attP2;JT070211L13Sum01
14876;VT057565.GAL4@attP2;JT170211L36Sum01
14879;VT058388.GAL4@attP2;JT040711L12Sum01
14881;VT062469.GAL4@attP2;JT300611L19Sum01
14882;VT058917.GAL4@attP2;JT090211L5Sum01
14884;VT059421.GAL4@attP2;JT090211L20Sum01
14885;VT006163.GAL4@attP2;JT090211L31Sum01
14888;VT058932.GAL4@attP2;JT100211L42Sum01
14889;VT060521.GAL4@attP2;JT170211L9Sum01
14890;VT061233.GAL4@attP2;JT080711L16Sum01
14894;VT062766.GAL4@attP2;JT070211L41Sum01
14897;VT062642.GAL4@attP2;JT040711L14Sum01
14899;VT063218.GAL4@attP2;JT080711L5Sum01
14902;VT063183.GAL4@attP2;JT080711L21Sum01
14903;VT008056.GAL4@attP2;JT090211L41Sum01
14906;VT006477.GAL4@attP2;JT170211L46Sum01
14908;VT006460.GAL4@attP2;JT150611L9Sum01
14910;VT007917.GAL4@attP2;JT150611L14Sum01
14911;VT064772.GAL4@attP2;JT300611L33Sum01
14912;VT064579.GAL4@attP2;JT300611L52Sum01
14914;VT006430.GAL4@attP2;JT110711L75Sum01
14917;VT056777.GAL4@attP2;JT110711L4Sum01
14919;VT051707.GAL4@attP2;JT110711L6Sum01
14922;VT039045.GAL4@attP2;JT110711L9Sum01
14925;VT032401.GAL4@attP2;JT110711L13Sum01
14930;VT042574.GAL4@attP2;JT110711L22Sum01
14933;VT036761.GAL4@attP2;JT110711L26Sum01
14936;VT034254.GAL4@attP2;JT110711L31Sum01
14938;VT027685.GAL4@attP2;JT110711L33Sum01
14941;VT037539.GAL4@attP2;JT110711L46Sum01
14942;VT041273.GAL4@attP2;JT110711L48Sum01
14947;VT063215.GAL4@attP2;JT110711L55Sum01
14948;VT018410.GAL4@attP2;JT110711L56Sum01
14954;VT042580.GAL4@attP2;JT110711L62Sum01
14955;VT036298.GAL4@attP2;JT110711L64Sum01
14961;VT024624.GAL4@attP2;TP11071101L02Sum01
14962;VT049740.GAL4@attP2;TP11071101L03Sum01
14965;VT022205.GAL4@attP2;TP11071101L06Sum01
14968;VT025595.GAL4@attP2;TP11071101L09Sum01
14969;VT030554.GAL4@attP2;TP11071101L11Sum01
14971;VT002662.GAL4@attP2;TP11071101L13Sum01
14973;VT038126.GAL4@attP2;TP11071101L15Sum01
14975;VT006471.GAL4@attP2;TP11071101L18Sum01
14977;VT031473.GAL4@attP2;TP11071101L20Sum01
14978;VT029821.GAL4@attP2;TP11071101L22Sum01
14980;VT026172.GAL4@attP2;TP11071101L24Sum01
14982;VT037534.GAL4@attP2;TP11071101L26Sum01
14984;VT028445.GAL4@attP2;TP11071101L28Sum01
14989;VT050122.GAL4@attP2;TP11071101L33Sum01
14991;VT025608.GAL4@attP2;TP11071101L35Sum01
14992;VT058192.GAL4@attP2;TP11071101L36Sum01
15013;VT017877.GAL4@attP2;TP11072501L32Sum01
15014;VT002012.GAL4@attP2;TP11071501L04Sum01
15015;VT000465.GAL4@attP2;TP11071501L05Sum01
15017;VT000360.GAL4@attP2;TP11071501L07Sum01
15020;VT007749.GAL4@attP2;TP11071501L11Sum01
15022;VT000611.GAL4@attP2;TP11071501L13Sum01
15025;VT063190.GAL4@attP2;TP11071501L17Sum01
15027;VT002471.GAL4@attP2;TP11071501L19Sum01
15028;VT004319.GAL4@attP2;TP11071501L21Sum01
15030;VT046213.GAL4@attP2;TP11071501L23Sum01
15032;VT058390.GAL4@attP2;TP11071501L25Sum01
15033;VT039344.GAL4@attP2;TP11071501L27Sum01
15035;VT001619.GAL4@attP2;TP11071501L29Sum01
15037;VT054833.GAL4@attP2;TP11071501L31Sum01
15039;VT030289.GAL4@attP2;TP11071501L33Sum01
15041;VT024626.GAL4@attP2;TP11071901L01Sum01
15044;VT042351.GAL4@attP2;TP11071901L06Sum01
15047;VT065330.GAL4@attP2;TP11071901L09Sum01
15049;VT025916.GAL4@attP2;TP11071901L11Sum01
15051;VT018409.GAL4@attP2;TP11071901L13Sum01
15053;VT013352.GAL4@attP2;TP11071901L16Sum01
15056;VT030316.GAL4@attP2;TP11071901L19Sum01
15059;VT004309.GAL4@attP2;TP11071901L22Sum01
15061;VT006456.GAL4@attP2;TP11071901L24Sum01
15063;VT043638.GAL4@attP2;TP11071901L26Sum01
15065;VT051467.GAL4@attP2;TP11071901L28Sum01
15067;VT045631.GAL4@attP2;TP11071901L30Sum01
15068;VT045575.GAL4@attP2;TP11071901L32Sum01
15070;VT003884.GAL4@attP2;TP11071901L34Sum01
15074;VT042781.GAL4@attP2;TP11071901L39Sum01
15075;VT047599.GAL4@attP2;TP11071901L40Sum01
15076;VT063312.GAL4@attP2;TP11072501L01Sum01
15079;VT008422.GAL4@attP2;TP11072501L04Sum01
15081;VT000627.GAL4@attP2;TP11072501L07Sum01
15082;VT045635.GAL4@attP2;TP11072501L08Sum01
15085;VT007708.GAL4@attP2;TP11072501L11Sum01
15088;VT045598.GAL4@attP2;TP11072501L14Sum01
15091;VT046267.GAL4@attP2;TP11072501L17Sum01
15095;VT046276.GAL4@attP2;TP11072501L21Sum01
15097;VT007747.GAL4@attP2;TP11072501L23Sum01
15100;VT010562.GAL4@attP2;TP11072501L26Sum01
15102;VT002060.GAL4@attP2;TP11072501L29Sum01
15103;VT010001.GAL4@attP2;TP11072501L30Sum01
15105;VT010554.GAL4@attP2;TP11072801L01Sum01
15107;VT040979.GAL4@attP2;TP11072801L03Sum01
15109;VT033458.GAL4@attP2;TP11072801L05Sum01
15111;VT016651.GAL4@attP2;TP11072801L07Sum01
15112;VT005102.GAL4@attP2;TP11071501L01Sum01
15117;VT000248.GAL4@attP2;TP11072801L10Sum01
15118;VT045278.GAL4@attP2;TP11072801L12Sum01
15119;VT000605.GAL4@attP2;TP11072801L13Sum01
15121;VT000610.GAL4@attP2;TP11072801L15Sum01
15123;VT063307.GAL4@attP2;TP11072801L17Sum01
15125;VT058560.GAL4@attP2;TP11072801L20Sum01
15126;VT033496.GAL4@attP2;TP11072801L21Sum01
15127;VT065290.GAL4@attP2;TP11072801L23Sum01
15129;VT038607.GAL4@attP2;TP11080101L01Sum01
15131;VT019054.GAL4@attP2;TP11080101L03Sum01
15133;VT055895.GAL4@attP2;TP11080101L05Sum01
15135;VT058496.GAL4@attP2;TP11080101L07Sum01
15137;VT014087.GAL4@attP2;TP11080101L09Sum01
15139;VT021368.GAL4@attP2;TP11080101L11Sum01
15141;VT007759.GAL4@attP2;TP11080101L13Sum01
15143;VT029801.GAL4@attP2;TP11080101L15Sum01
15145;VT046257.GAL4@attP2;TP11080101L17Sum01
15148;VT041386.GAL4@attP2;TP11080101L20Sum01
15150;VT038228.GAL4@attP2;TP11080101L22Sum01
15152;VT045736.GAL4@attP2;TP11080101L24Sum01
15154;VT019897.GAL4@attP2;TP11080101L26Sum01
15156;VT058489.GAL4@attP2;TP11080101L29Sum01
15157;VT038608.GAL4@attP2;TP11080101L30Sum01
15160;VT046275.GAL4@attP2;TP11080101L33Sum01
15162;VT045582.GAL4@attP2;TP11080101L35Sum01
15163;VT041277.GAL4@attP2;TP11080101L36Sum01
15166;VT062475.GAL4@attP2;TP11080401L03Sum01
15168;VT061460.GAL4@attP2;TP11080401L06Sum01
15169;VT012275.GAL4@attP2;TP11080401L07Sum01
15172;VT043561.GAL4@attP2;TP11080401L10Sum01
15173;VT014099.GAL4@attP2;TP11080401L11Sum01
15175;VT010861.GAL4@attP2;TP11080401L13Sum01
15176;VT056821.GAL4@attP2;TP11080401L14Sum01
15178;VT010790.GAL4@attP2;TP11080401L16Sum01
15180;VT045630.GAL4@attP2;TP11080401L18Sum01
15182;VT014662.GAL4@attP2;TP11080401L20Sum01
15184;VT002208.GAL4@attP2;TP11080401L22Sum01
15186;VT018197.GAL4@attP2;TP11080401L25Sum01
15188;VT060499.GAL4@attP2;TP11080401L27Sum01
15190;VT014256.GAL4@attP2;TP11080801L03Sum01
15192;VT026033.GAL4@attP2;TP11080801L05Sum01
15194;VT013615.GAL4@attP2;TP11080801L07Sum01
15196;VT021850.GAL4@attP2;TP11080801L09Sum01
15198;VT012330.GAL4@attP2;TP11080801L11Sum01
15200;VT012772.GAL4@attP2;TP11080801L14Sum01
15202;VT016992.GAL4@attP2;TP11080801L16Sum01
15205;VT059443.GAL4@attP2;TP11080801L19Sum01
15206;VT013531.GAL4@attP2;TP11080801L20Sum01
15208;VT029047.GAL4@attP2;TP11080801L22Sum01
15210;VT005712.GAL4@attP2;TP11080801L24Sum01
15212;VT008268.GAL4@attP2;TP11080801L26Sum01
15214;VT005330.GAL4@attP2;TP11080801L28Sum01
15216;VT014554.GAL4@attP2;TP11080801L30Sum01
15218;VT032898.GAL4@attP2;TP11081101L03Sum01
15220;VT010597.GAL4@attP2;TP11081101L05Sum01
15222;VT049728.GAL4@attP2;TP11081101L07Sum01
15224;VT035178.GAL4@attP2;TP11081101L09Sum01
15226;VT046786.GAL4@attP2;TP11081101L11Sum01
15227;VT022289.GAL4@attP2;TP11081101L13Sum01
15228;VT044927.GAL4@attP2;TP11081101L15Sum01
15230;VT014567.GAL4@attP2;TP11081101L17Sum01
15232;VT001298.GAL4@attP2;TP11081101L19Sum01
15234;VT000013.GAL4@attP2;TP11081101L21Sum01
15236;VT014557.GAL4@attP2;TP11081101L23Sum01
15238;VT004953.GAL4@attP2;TP11081101L25Sum01
15240;VT063975.GAL4@attP2;TP11081101L27Sum01
15242;VT030169.GAL4@attP2;TP11081101L29Sum01
15244;VT008494.GAL4@attP2;TP11081101L31Sum01
15247;VT017259.GAL4@attP2;GA11072501L7Sum01
15248;VT014200.GAL4@attP2;GA11072501L4Sum01
15249;VT018698.GAL4@attP2;GA11072501L2Sum01
15256;VT046284.GAL4@attP2;GA11071401L8Sum01
15258;VT021367.GAL4@attP2;GA11071401L48Sum01
15260;VT021373.GAL4@attP2;GA11071401L45Sum01
15261;VT000025.GAL4@attP2;GA11071401L44Sum01
15262;VT027938.GAL4@attP2;GA11071401L42Sum01
15264;VT047848.GAL4@attP2;GA11071401L40Sum01
15266;VT029569.GAL4@attP2;GA11071401L38Sum01
15267;VT007405.GAL4@attP2;GA11071401L33Sum01
15270;VT032777.GAL4@attP2;GA11071401L28Sum01
15271;VT004968.GAL4@attP2;GA11071401L23Sum01
15272;VT007194.GAL4@attP2;GA11071401L22Sum01
15273;VT046266.GAL4@attP2;GA11071401L16Sum01
15276;VT013654.GAL4@attP2;GA11071401L11Sum01
15279;VT018460.GAL4@attP2;GA11070801L44Sum01
15281;VT046347.GAL4@attP2;GA11070801L42Sum01
15282;VT000688.GAL4@attP2;GA11070801L39Sum01
15283;VT046289.GAL4@attP2;GA11070801L35Sum01
15285;VT043365.GAL4@attP2;GA11070801L32Sum01
15286;VT019992.GAL4@attP2;GA11070801L28Sum01
15289;VT023796.GAL4@attP2;GA11070801L24Sum01
15291;VT004726.GAL4@attP2;GA11070801L1Sum01
15293;VT050733.GAL4@attP2;GA11070801L14Sum01
15297;VT058488.GAL4@attP2;GA11062401L1Sum01
15298;VT025921.GAL4@attP2;GA11062401L15Sum01
15320;VT008263.GAL4@attP2;TP11081801L01Sum01
15322;VT008474.GAL4@attP2;TP11081801L03Sum01
15324;VT008262.GAL4@attP2;TP11081801L05Sum01
15326;VT008464.GAL4@attP2;TP11081801L07Sum01
15328;VT011969.GAL4@attP2;TP11081801L09Sum01
15330;VT015256.GAL4@attP2;TP11081801L11Sum01
15332;VT001787.GAL4@attP2;TP11081801L13Sum01
15334;VT002593.GAL4@attP2;TP11081801L15Sum01
15336;VT014561.GAL4@attP2;TP11081801L17Sum01
15339;VT012223.GAL4@attP2;TP11081801L20Sum01
15341;VT008356.GAL4@attP2;TP11081801L22Sum01
15343;VT032469.GAL4@attP2;TP11081801L24Sum01
15345;VT046396.GAL4@attP2;TP11081801L26Sum01
15347;VT045606.GAL4@attP2;TP11081801L28Sum01
15349;VT037557.GAL4@attP2;TP11081801L30Sum01
15352;VT031486.GAL4@attP2;TP11081801L33Sum01
15355;VT046096.GAL4@attP2;TP11081801L36Sum01
15360;VT044948.GAL4@attP2;MM14BL7Sum01
15361;VT043014.GAL4@attP2;MM14BL3Sum01
15363;VT055403.GAL4@attP2;MM14BL24Sum01
15364;VT050310.GAL4@attP2;MM14BL19Sum01
15367;VT059220.GAL4@attP2;MM14BL16Sum01
15368;VT049376.GAL4@attP2;MM14BL11Sum01
15370;VT016278.GAL4@attP2;MM14AL7Sum01
15372;VT045119.GAL4@attP2;MM14AL3Sum01
15373;VT010267.GAL4@attP2;MM14AL38Sum01
15375;VT028597.GAL4@attP2;MM14AL34Sum01
15377;VT046260.GAL4@attP2;MM14AL29Sum01
15379;VT009084.GAL4@attP2;MM14AL26Sum01
15380;VT045612.GAL4@attP2;MM14AL20Sum01
15381;VT046246.GAL4@attP2;MM14AL19Sum01
15383;VT041895.GAL4@attP2;MM14AL12Sum01
15386;VT022283.GAL4@attP2;MM15L65Sum01
15389;VT001965.GAL4@attP2;MM15L62Sum01
15392;VT043088.GAL4@attP2;MM15L5Sum01
15394;VT028318.GAL4@attP2;MM15L56Sum01
15396;VT026133.GAL4@attP2;MM15L54Sum01
15400;VT056779.GAL4@attP2;MM15L49Sum01
15402;VT046212.GAL4@attP2;MM15L46Sum01
15404;VT030285.GAL4@attP2;MM15L42Sum01
15407;VT058545.GAL4@attP2;MM15L3Sum01
15409;VT065332.GAL4@attP2;MM15L36Sum01
15410;VT045622.GAL4@attP2;MM15L31Sum01
15414;VT046805.GAL4@attP2;MM15L26Sum01
15415;VT009061.GAL4@attP2;MM15L25Sum01
15416;VT046279.GAL4@attP2;MM15L22Sum01
15419;VT018767.GAL4@attP2;MM15L14Sum01
15422;VT030556.GAL4@attP2;MM16L8Sum01
15423;VT006447.GAL4@attP2;MM16L48Sum01
15425;VT041271.GAL4@attP2;MM16L45Sum01
15427;VT011122.GAL4@attP2;MM16L40Sum01
15428;VT014337.GAL4@attP2;MM16L3Sum01
15429;VT026753.GAL4@attP2;MM16L39Sum01
15434;VT062609.GAL4@attP2;MM16L32Sum01
15435;VT030307.GAL4@attP2;MM16L29Sum01
15437;VT022074.GAL4@attP2;MM16L26Sum01
15439;VT018577.GAL4@attP2;MM16L21Sum01
15441;VT041368.GAL4@attP2;MM16L18Sum01
15442;VT050118.GAL4@attP2;MM16L13Sum01
15443;VT027194.GAL4@attP2;MM16L11Sum01
15446;VT007914.GAL4@attP2;MM17L8Sum01
15447;VT006168.GAL4@attP2;MM17L80Sum01
15450;VT058860.GAL4@attP2;MM17L74Sum01
15451;VT030865.GAL4@attP2;MM17L70Sum01
15453;VT022259.GAL4@attP2;MM17L67Sum01
15455;VT047600.GAL4@attP2;MM17L60Sum01
15459;VT004124.GAL4@attP2;MM17L53Sum01
15462;VT047619.GAL4@attP2;MM17L49Sum01
15463;VT037816.GAL4@attP2;MM17L47Sum01
15466;VT045325.GAL4@attP2;MM17L43Sum01
15467;VT004305.GAL4@attP2;MM17L40Sum01
15468;VT007922.GAL4@attP2;MM17L3Sum01
15471;VT041381.GAL4@attP2;MM17L36Sum01
15473;VT030323.GAL4@attP2;MM17L30Sum01
15475;VT033930.GAL4@attP2;MM17L28Sum01
15480;VT049386.GAL4@attP2;MM17L20Sum01
15483;VT062644.GAL4@attP2;MM17L15Sum01
15487;VT056786.GAL4@attP2;MM173dL2Sum01
15489;VT025976.GAL4@attP2;MM18BL9Sum01
15492;VT036977.GAL4@attP2;MM18BL44Sum01
15493;VT031557.GAL4@attP2;MM18BL40Sum01
15494;VT034625.GAL4@attP2;MM18BL36Sum01
15495;VT038443.GAL4@attP2;MM18BL30Sum01
15496;VT025954.GAL4@attP2;MM18BL2Sum01
15497;VT019910.GAL4@attP2;MM18BL26Sum01
15498;VT043789.GAL4@attP2;MM18BL22Sum01
15500;VT047535.GAL4@attP2;MM18BL20Sum01
15502;VT050240.GAL4@attP2;MM18BL15Sum01
15504;VT034620.GAL4@attP2;MM18AL9Sum01
15505;VT064520.GAL4@attP2;MM18AL8Sum01
15507;VT026750.GAL4@attP2;MM18AL3Sum01
15508;VT042481.GAL4@attP2;MM18AL37Sum01
15512;VT059003.GAL4@attP2;MM18AL30Sum01
15514;VT047166.GAL4@attP2;MM18AL29Sum01
15516;VT044832.GAL4@attP2;MM18AL25Sum01
15518;VT038819.GAL4@attP2;MM18AL20Sum01
15519;VT040608.GAL4@attP2;MM18AL18Sum01
15521;VT040560.GAL4@attP2;MM18AL11Sum01
15523;VT000620.GAL4@attP2;AR110808L114Sum01
15544;VT001090.GAL4@attP2;AR1108018L19Sum01
15545;VT033469.GAL4@attP2;AR1108018L22Sum01
15546;VT057305.GAL4@attP2;AR1108018L24Sum01
15547;VT063320.GAL4@attP2;AR1108018L30Sum01
15550;VT058945.GAL4@attP2;AR1108018L48Sum01
15563;VT008217.GAL4@attP2;AR1108018L09Sum01
15564;VT022287.GAL4@attP2;AR1108018L103Sum01
15565;VT016610.GAL4@attP2;AR1108018L15Sum01
15566;VT049346.GAL4@attP2;AR1108018L18Sum01
15573;VT005948.GAL4@attP2;AR10062801L4Sum01
15575;VT017927.GAL4@attP2;AR110705L08Sum01
15579;VT062259.GAL4@attP2;AR110705L19Sum01
15581;VT000925.GAL4@attP2;AR1R1GR1B1L0101
15582;VT009829.GAL4@attP2;AR1R1GR1B1L0801
15583;VT020956.GAL4@attP2;AR1R1GR1B1L1201
15597;VT012630.GAL4@attP2;AR110712L43Sum01
15598;VT058680.GAL4@attP2;AR110712L35Sum01
15600;VT059993.GAL4@attP2;AR110712L13Sum01
15601;VT063303.GAL4@attP2;AR110712L07Sum01
15606;VT049638.GAL4@attP2;AR110705L32Sum01
15607;VT060740.GAL4@attP2;AR110705L28Sum01
15608;VT057259.GAL4@attP2;AR110705L25Sum01
15627;VT000775.GAL4@attP2;AR110721L105Sum01
15628;VT041441.GAL4@attP2;AR110721L113Sum01
15629;VT048858.GAL4@attP2;AR110721L71Sum01
15630;VT016244.GAL4@attP2;AR110721L83Sum01
15632;VT045788.GAL4@attP2;AR110726L64Sum01
15633;VT025496.GAL4@attP2;AR110726L69Sum01
15642;VT006866.GAL4@attP2;AR110726L03Sum01
15643;VT044846.GAL4@attP2;AR110726L04Sum01
15646;VT031392.GAL4@attP2;AR110726L15Sum01
15647;VT029200.GAL4@attP2;AR110726L18Sum01
15648;VT026322.GAL4@attP2;AR110726L22Sum01
15649;VT012435.GAL4@attP2;AR110726L35Sum01
15650;VT041025.GAL4@attP2;AR110726L42Sum01
15651;VT042167.GAL4@attP2;AR110726L45Sum01
15652;VT038166.GAL4@attP2;AR110726L48Sum01
15653;VT048639.GAL4@attP2;MM19Br3L8Sum01
15655;VT049127.GAL4@attP2;MM19Br3L3Sum01
15657;VT007756.GAL4@attP2;MM19Br3L15Sum01
15659;VT040043.GAL4@attP2;MM19Br3L11Sum01
15661;VT032409.GAL4@attP2;MM19BL7Sum01
15664;VT004971.GAL4@attP2;MM19BL4Sum01
15665;VT032280.GAL4@attP2;MM19BL45Sum01
15667;VT013608.GAL4@attP2;MM19BL40Sum01
15669;VT050226.GAL4@attP2;MM19BL36Sum01
15673;VT041886.GAL4@attP2;MM19BL29Sum01
15674;VT033638.GAL4@attP2;MM19BL28Sum01
15676;VT054883.GAL4@attP2;MM19BL21Sum01
15677;VT033623.GAL4@attP2;MM19BL19Sum01
15679;VT009849.GAL4@attP2;MM19BL16Sum01
15681;VT037211.GAL4@attP2;MM19BL11Sum01
15682;VT019084.GAL4@attP2;MM19AL8Sum01
15683;VT032998.GAL4@attP2;MM19AL6Sum01
15685;VT040351.GAL4@attP2;MM19AL40Sum01
15687;VT040764.GAL4@attP2;MM19AL36Sum01
15689;VT003234.GAL4@attP2;MM19AL31Sum01
15690;VT040417.GAL4@attP2;MM19AL30Sum01
15692;VT037212.GAL4@attP2;MM19AL27Sum01
15693;VT043077.GAL4@attP2;MM19AL23Sum01
15696;VT044179.GAL4@attP2;MM19AL1Sum01
15697;VT049138.GAL4@attP2;MM19AL18Sum01
15698;VT004438.GAL4@attP2;MM19AL15Sum01
15703;VT050237.GAL4@attP2;TP11082201L02Sum01
15705;VT050103.GAL4@attP2;TP11082201L04Sum01
15706;VT022011.GAL4@attP2;TP11082201L05Sum01
15709;VT057250.GAL4@attP2;TP11082201L08Sum01
15711;VT063311.GAL4@attP2;TP11082201L10Sum01
15713;VT046277.GAL4@attP2;TP11082201L12Sum01
15714;VT062915.GAL4@attP2;TP11082201L13Sum01
15715;VT042793.GAL4@attP2;TP11082201L15Sum01
15716;VT019909.GAL4@attP2;TP11082201L16Sum01
15718;VT059454.GAL4@attP2;TP11082201L18Sum01
15720;VT049729.GAL4@attP2;TP11082201L20Sum01
15721;VT040542.GAL4@attP2;TP11082201L21Sum01
15723;VT054839.GAL4@attP2;TP11082201L23Sum01
15726;VT056794.GAL4@attP2;TP11082201L26Sum01
15727;VT017666.GAL4@attP2;TP11082201L27Sum01
15728;VT041443.GAL4@attP2;TP11082201L29Sum01
15730;VT040416.GAL4@attP2;TP11082201L31Sum01
15732;VT033620.GAL4@attP2;TP11082201L33Sum01
15735;VT040564.GAL4@attP2;TP11082201L36Sum01
15740;VT039539.GAL4@attP2;AR110726L79Sum01
15741;VT012773.GAL4@attP2;AR110726L84Sum01
15743;VT056801.GAL4@attP2;AR110726L88Sum01
15744;VT015245.GAL4@attP2;AR110726L89Sum01
15745;VT045591.GAL4@attP2;AR110726L96Sum01
15758;VT016648.GAL4@attP2;AR110721L36Sum01
15759;VT017378.GAL4@attP2;AR110721L45Sum01
15760;VT017933.GAL4@attP2;AR110721L64Sum01
15772;VT056601.GAL4@attP2;AR110727L07Sum01
15773;VT058947.GAL4@attP2;AR110727L12Sum01
15774;VT059431.GAL4@attP2;AR110727L21Sum01
15779;VT018451.GAL4@attP2;AR110823L26Sum01
15780;VT046770.GAL4@attP2;AR110823L33Sum01
15781;VT027249.GAL4@attP2;AR110823L36Sum01
15782;VT032973.GAL4@attP2;AR110823L41Sum01
15783;VT049121.GAL4@attP2;AR110823L44Sum01
15795;VT001617.GAL4@attP2;AR110801L03Sum01
15796;VT002674.GAL4@attP2;AR110801L13Sum01
15797;VT001978.GAL4@attP2;AR110801L20Sum01
15798;VT022080.GAL4@attP2;AR110801L31Sum01
15800;VT065301.GAL4@attP2;AR110801L46Sum01
15801;VT000619.GAL4@attP2;AR110801L49Sum01
15803;VT011166.GAL4@attP2;AR110801L56Sum01
15804;VT046399.GAL4@attP2;AR110801L58Sum01
15806;VT058950.GAL4@attP2;AR110801L60Sum01
15807;VT059777.GAL4@attP2;AR110801L62Sum01
15809;VT014712.GAL4@attP2;TP11082501L01Sum01
15811;VT019060.GAL4@attP2;TP11082501L04Sum01
15813;VT048410.GAL4@attP2;TP11082501L06Sum01
15814;VT039495.GAL4@attP2;TP11082501L07Sum01
15816;VT007355.GAL4@attP2;TP11082501L09Sum01
15817;VT019014.GAL4@attP2;TP11082501L10Sum01
15819;VT019080.GAL4@attP2;TP11082501L12Sum01
15821;VT016257.GAL4@attP2;TP11082501L14Sum01
15824;VT999009.GAL4@attP2;TP11082501L17Sum01
15826;VT044854.GAL4@attP2;TP11082501L20Sum01
15828;VT008911.GAL4@attP2;TP11082501L22Sum01
15830;VT021813.GAL4@attP2;TP11082501L24Sum01
15831;VT001982.GAL4@attP2;TP11082501L26Sum01
15832;VT050242.GAL4@attP2;TP11082501L27Sum01
15838;VT064567.GAL4@attP2;TP11082501L34Sum01
15839;VT040593.GAL4@attP2;TP11082501L35Sum01
15841;VT019053.GAL4@attP2;TP11082501L37Sum01
15845;VT047606.GAL4@attP2;TP11082501L41Sum01
15847;VT035189.GAL4@attP2;TP11082501L43Sum01
15849;VT015178.GAL4@attP2;TP11082501L45Sum01
15851;VT033237.GAL4@attP2;TP11082501L47Sum01
15853;VT022188.GAL4@attP2;Lasz58R1GR1B1L1401
15858;VT028596.GAL4@attP2;AR110830L01Sum01
15861;VT019399.GAL4@attP2;AR110830L09Sum01
15863;VT041391.GAL4@attP2;AR110830L15Sum01
15864;VT017373.GAL4@attP2;AR110830L19Sum01
15865;VT010060.GAL4@attP2;AR110830L21Sum01
15866;VT016841.GAL4@attP2;AR110830L26Sum01
